logD,compound,solvent,set
2.67,CCOc1ccccc1-c1ccc2c(c1)C(=O)C(=O)c1ccccc1-2,,val
3.22,C[C@H](CN(C)C(=O)CO)Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,,val
0.53000003,Cc1cc(N)c2cc(NC(=O)CCCCC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1,,val
2.17,N#Cc1ccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,,val
2.37,CCCCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,,val
-0.42000017,COc1cccc(S(=O)(=O)c2c(C)n(CC(=O)O)c3ccc(C)cc23)c1,,val
1.7,Nc1ccc2ccccc2n1,,val
1.49,CS(=O)(=O)c1ccc2nc(N3CCN(C(=O)[C@@H]4CCCC[C@H]4C(=O)NC4(C#N)CC4)CC3)sc2c1,,val
2.06,COc1ccnc(NC2CCN(C(=O)c3ccccc3)CC2)c1,,val
2.5,NC(=O)c1c(OCc2c(F)cc(Br)cc2F)nsc1NC(=O)NCCCCN1CCCC1,,val
3.21,Cc1ccc(COC(=O)N2CC[C@H](CNc3ncccn3)[C@H](F)C2)cc1,,val
1.09,Cc1cn([C@H]2CCCN([C@H](CC(C)(C)C)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C2)c(=O)[nH]c1=O,,val
1.66,C[C@H](Oc1ccc(Cl)cc1CN1CCN(C(=O)Cc2ccc(Cl)cc2)[C@@H](C)C1)C(=O)O,,val
1.97,O=c1cc(O)oc2c1c(=O)n(Cc1ccccc1)c1ccccc21,,val
4.1,CC(C)c1ccc2[nH]c3c(c2c1)CN(C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1)CC3,,val
1.5,COc1cc(F)ccc1-c1cncc(CNC(C)C)c1,,val
3.3,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,,val
2.72,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,,val
3.2,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCn1cncn1,,val
2.26,COc1cc(OC2CCN(C)CC2)c2c(Nc3cccc4c3OCCO4)ncnc2c1,,val
2.8,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(Cc3ccncc3)cc2)cc1,,val
3.85,O=C(Nc1ccccc1)c1ccc(OCCCN2CCCC2)cc1OCc1ccccc1F,,val
2.83,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,,val
0.55000013,NS(=O)(=O)Cc1noc2ccccc12,,val
2.3,CC(C)[C@@H](CO)NS(=O)(=O)c1ccc(Cl)s1,,val
2.19,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,,val
3.52,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)n1ccc(-c2c(C)nc3ccc(Br)cn23)n1,,val
1.14,O=S(=O)(Nc1nnc(-c2ccccc2)s1)c1ccc(Cl)cc1,,val
2.11,Oc1cc(O)cc(/C=C/c2ccc(O)c(O)c2)c1,,val
3.3,C[C@@H]1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCc2ccc(S(C)(=O)=O)cc2C#N)cn1,,val
1.82,COC(=O)Nc1cnc(-c2ccc(F)cc2)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c1=O,,val
1.24,CCc1nc2c(N)nc3ccccc3c2n1CCCCNS(C)(=O)=O,,val
2.56,COCCS(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1,,val
4.15,O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccccc1Br,,val
2.27,c1ccc(-c2cc(NCCCCCCCCNc3cc(-c4ccccc4)nc4ccccc34)c3ccccc3n2)cc1,,val
2.3,COC(=O)[C@H]1[C@@H](c2ccc(I)cc2)C[C@@H]2CC[C@H]1N2CCCF,,val
3.06,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,,val
1.62,CCCCCc1cc(=O)[nH]c(N)n1,,val
-0.7300001,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,,val
3.56,COCCNC(=O)c1ccc(Nc2ncc3cc(-c4ccnc(C)c4)ccc3n2)cc1,,val
3.12,O=c1oc2ccc(O)cc2cc1-c1ccccc1,,val
3.2,Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,,val
2.33,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,,val
2.03,O=c1c(O)cccc2cc(O)c(O)c(O)c12,,val
2.8,CC(O)C(C)OC(=O)[C@@H]1CC2c3cccc4c3c(cn4C(C)C)CC2N(C)C1,,val
-0.099999994,CC(C)(C)c1ccc(C2=NC(=O)C(CC(=O)O)S2)cc1,,val
2.93,CC(=O)Nc1cc(CN2C(=O)N(c3ccc(SC(F)(F)F)cc3)C(=O)C2(C)C)ccn1,,val
-1.0600001,N[C@@H](Cc1ccc(F)cc1)C(=O)O,,val
2.85,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)nc(N3CCOCC3)c2Cl)n[nH]1,,val
2.03,Cc1nc(C(=O)[C@H](C)Oc2ccc(SCCCCCc3ccccc3)cc2)sc1CCCC(=O)O,,val
4.11,Brc1cnc(NCc2ccccc2)nc1Nc1cc(C2CC2)[nH]n1,,val
3.14,CCN1CCN(C(=O)c2cc3cc(Cl)ccc3[nH]2)CC1,,val
3.86,COc1ccc(N(C(=O)c2ccccc2)C(C(=O)NC2CCCC2)c2ccccc2F)c(OC)c1,,val
2.63,CC(=O)Nc1ccc(CNc2[nH]nc3cccc(Oc4ccc(S(C)(=O)=O)cc4)c23)cc1,,val
0.120000035,OCC[C@]1(c2cc3ccccc3o2)CCCNC1,,val
1.14,CCN1CCN(Cc2cnc(-c3ccc(C(=O)Nc4ccccc4N)cc3)c(C#N)c2)CC1,,val
2,CCS(=O)(=O)c1ccc(Oc2cc3nc(-c4ccccn4)[nH]c3cc2CN2C(=O)CCC2=O)cc1,,val
-0.4900001,N#Cc1ccc(C(F)(F)F)nc1O[C@H](CCN)c1ccno1,,val
2.23,Cc1ccc2c(N)c(C#N)sc2n1,,val
2.5,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,,val
3.7,Cc1cc(COc2cnc(N3CCN(C(=O)OC(C)(C)C)CC3)nc2)ccn1,,val
2.31,O=C(COc1ccccc1O)NC1CCCC1,,val
3.94,O=C1[C@@H]2[C@@H]3CC[C@@H](C3)[C@@H]2C(=O)N1[C@H]1CC[C@H](C(=O)Nc2cccc3cccnc23)CC1,,val
3.19,COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(N5CCOCC5)c4)ccc3C)c2cc1OCCN1CCOCC1,,val
2.52,CN(C)C(=O)C1(N2CCCCC2=O)CCN(CC[C@H](CN(C)C(=O)c2cc(C#N)cc3ccccc23)c2ccc(Cl)c(Cl)c2)CC1,,val
1.75,CCCNCc1cnc(-c2ccc(C(=O)Nc3ccccc3N)cc2)s1,,val
0.009999903,COCCNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,,val
2.49,COC(=O)c1nc2c(N[C@H](C)CO)nc(SCc3cccc(F)c3F)nc2[nH]c1=O,,val
3.4,COCCNc1nc(NCc2ccccc2F)c2sccc2n1,,val
3.39,O=c1c2ccccc2oc2cc(O)cc(O)c12,,val
3.55,CC(C)n1c2ccccc2c2cc(NC(=O)N3CCOCC3)ccc21,,val
2.4,CC(=O)N1CCN(c2nc(C#N)nc(NCC(C)C)c2N)CC1,,val
2.64,Cc1ccc(C(=O)NC2CCN(c3cc(C(N)=O)cc(Cl)n3)CC2)[nH]1,,val
3.6,CC(C)c1nc2ccc(-c3ccc(F)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,,val
2.6,CCCc1c(O)c(O)c(C(=O)O)c2cc(Cc3ccccc3)c(C)cc12,,val
1.39,COc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,,val
-0.06000003,C[C@H]1O[C@@H](n2cnc3c(N)nc(OC4CCOC4)nc32)[C@H](O)[C@@H]1O,,val
3.3,Cc1ccc(CO)cc1N(C)c1ccnc(Nc2cc(N3CCCOCC3)cc(N3CCOCC3)c2)n1,,val
2.05,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,,val
3.15,COc1cc(-n2nnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1N1CC[C@@H](O)C1,,val
3.4,CCNC(=O)OC[C@@H](C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,,val
1.71,O=C(O)C(c1ccccc1)N1CCO[C@@H](CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)C1,,val
0.24000004,Cc1nc(C(=O)N2CCCC3(CCN(Cc4ccccc4)CC3)C2)cs1,,val
2.4,CCN(C(=O)Cc1ccc(S(N)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,,val
1.05,CC(C)C(NC(=O)Cn1c(-c2ccc(F)cc2)ncc(N)c1=O)C(=O)C(F)(F)F,,val
3.97,CCCSc1nc(N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](O)[C@@H](O)[C@H]3O)c2n1,,val
-1.08,O=C(O)c1ccc2[nH]c(C(F)(F)F)nc2c1,,val
2.12,O=C(c1ccc(C(=C2CCN(Cc3cscn3)CC2)c2cccc3cccnc23)cc1)N1CCOCC1,,val
2.26,CC1CCN(C(=O)c2scc3c2OCCO3)CC1,,val
1.68,CCC(CC)C[C@H](c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,,val
2.95,COc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1OC,,val
2.68,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,,val
3.86,Oc1ccc(C(c2ccc(O)cc2)C(Cl)(Cl)Cl)cc1,,val
1.16,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,,val
2.6,O=C1C(=O)c2cccc([N+](=O)[O-])c2-c2ccccc21,,val
-0.109999985,Cc1ncc([N+](=O)[O-])n1CCO,,val
1.61,CCN(C(C)=O)c1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,,val
2,CCn1cnc2cnc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)c21,,val
1.23,COc1ccc(C(=O)NCc2cccnc2)cc1C(=O)NCc1cccnc1,,val
2.1,CCCc1c(OCc2ccc(C(=O)O)cc2)ccc(C(C)=O)c1O,,val
2.12,Nc1nc(-c2ccccn2)nc(N)c1Cc1ccccc1F,,val
2.42,NC(=O)Nc1sc(-c2ccccc2)cc1C(N)=O,,val
3.2,CCn1c2ccccc2c2cc(NC(=O)CN(C)C)ccc21,,val
1.93,CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,,val
2.1,O=S(=O)(NCC(c1ccccc1)N1CCCCCC1)c1cccnc1,,val
3.1,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1ccnc(Cl)n1,,val
3,FC(F)(F)c1nnc2ccc(N3CCCCC3)nn12,,val
3.96,COc1ccc(C)c(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1,,val
3.1,Cc1ccc(-c2ncc(CN3CCOCC3)s2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,,val
4.09,CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1,,val
-0.79,CCCNC(=O)c1cc2c(-n3ccc(C(F)(F)F)n3)c(-c3cncc(C(=O)O)c3)cnc2[nH]1,,val
2.6,CCCN1CCC(Oc2nccc(Nc3cc(NC(=O)c4cccc(N5CCOCC5)c4)ccc3C)n2)CC1,,val
-0.52000004,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(Cl)c1,,val
2.34,CN[C@@H](C)C(=O)N[C@H](C(=O)N(C)[C@H]1CCCN(CCc2ccccc2)C1)C1CCCCC1,,val
2.48,O=C(O)c1ccccc1CN1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,,val
1.83,CC(C)CC(c1ccccn1)n1[nH]c(=O)c2nc3cc(Cl)ccc3c(O)c2c1=O,,val
2.93,CNc1cc(C(=O)Nc2ccc(N3CCOCC3)cc2)nc2c(N3CCN(C)CC3)cc(OC)cc12,,val
4.29,O=S(=O)(NCC(c1ccccc1)N1CCCCCC1)c1ccc(C(F)(F)F)cc1,,val
4.43,COc1ccccc1C(=O)NCC12CC3CC(CC(C3)C1)C2,,val
0.7,CCN(CC)C(=O)c1ccc(C(c2cccc3cccnc23)N2CCNCC2)cc1,,val
2.83,Cc1ccc(NC(=O)c2ccc(Cl)c(C(F)(F)F)c2)cc1C(=O)Nc1cccnc1,,val
3.19,CNC(=O)c1cc(-c2ccccc2)sc1NC(N)=O,,val
1.19,Cc1cn(Cc2ccccc2)c(=O)[nH]c1=O,,val
3.76,CCOC(=O)c1ccc(OCCC2CCN(c3ccc(C)nn3)CC2)nc1,,val
2.96,O=c1[nH]c2cc(Cl)ccc2c(O)c1-c1cccc(Oc2ccccc2)c1,,val
1.94,CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2ccccc2)n1,,val
2.21,CCNC(=O)c1cc2c(-n3ccc(C(F)(F)F)n3)c(-c3cncc(C(=O)NC)c3)cnc2[nH]1,,val
0.99000007,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCCSCCNCCc3ccccc3Cl)c2s1,,val
3.31,C[C@H](CO)Nc1nc(SCc2cccc(Cl)c2)nc2nc(N)sc12,,val
2.13,Cc1c(C(=O)Nc2ccccc2)sc2ncnc(O)c12,,val
3.15,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2c(F)cccc12,,val
4,COC(=O)c1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1,,val
1.41,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(OCCCNCCCO)ccc1Cl,,val
2.44,CN(CCCOCCOCCc1ccccc1)CCc1ccc(O)c2nc(O)sc12,,val
2.86,O=S(=O)(CCCOCCc1cc2ccccc2o1)CCNCCc1ccc(O)c2nc(O)sc12,,val
2.66,N#Cc1ccccc1COc1cc(OCCCN2CCCC2)ccc1C(=O)Nc1ccccc1,,val
0.91000015,NC1=NC(c2cccs2)Nc2cccc(F)c21,,val
2.05,COc1cc2c(Nc3c(Cl)ccc4c3OCO4)ncnc2cc1OCCCN1CCCCC1,,val
1.85,O=C(O)c1[nH]c2cc(Cl)cc(Cl)c2c1/C=C1\CCN(c2ccccc2)C1=O,,val
2.65,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,,val
2.21,CC(C)N1CCN[C@@H](C(=O)N2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,,val
2.8,NC1(c2ccc(-c3nc4ccccn4c3-c3ccccc3)cc2)CCC1,,val
2.43,CCOC(=O)c1ccccc1-c1csc(NS(=O)(=O)c2ccc(Cl)cc2)n1,,val
4.13,Cc1cc(C)cc(-c2[nH]c3sc(C(C)(C)C(=O)N4C5CCC4CC5)cc3c2CCN2CCN(CC(=O)N(C)C)CC2)c1,,val
2.98,COCCC(=O)NC(C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,,val
2.71,Cn1c(=O)c2c(-c3ccc(S(C)(=O)=O)o3)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,,val
3.29,O=c1c2cnn(-c3ccccc3)c2nc(-c2ccco2)n1-c1ccccc1,,val
3.6,NC1(c2ccc(-c3nc4ccccc4cc3-c3ccccc3)cc2)CCC1,,val
3.9,COc1cc2ncnc(Nc3cc4ccccc4cn3)c2cc1OC,,val
3.66,Cc1sc2ncnc(N3CCN(c4ncccn4)CC3)c2c1C,,val
2.89,Cc1sc2ncnc(SCC(=O)N3CCCC3)c2c1C,,val
0.4,CC(=O)Nc1cccc2c1c(S(=O)(=O)c1ccc(Cl)cc1)c(C)n2CC(=O)O,,val
-0.20999989,Oc1cc(-c2ccccc2)nc2ncnn12,,val
2.92,COc1ccc(C(=O)N2CCC(C(=O)c3ccc(F)cc3)CC2)cc1,,val
1.46,NC1=NC(c2ccc(Cl)c(Cl)c2)CC(=O)N1,,val
2.91,CC(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,,val
1.82,COc1cccc(-c2cc3c(N[C@H]4CCCNC4)ncc(C(N)=O)c3s2)c1,,val
3.72,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,,val
4.25,COc1ccc(OC)c(CNc2n[nH]c3ccnc(Oc4ccccc4)c23)c1,,val
2.91,NC(=O)c1sc2nccc(Nc3ccccc3)c2c1N,,val
1.11,CC(C)C[C@H](N)c1nnc(S(=O)(=O)Cc2ccc(F)cc2)o1,,val
1.64,C1=CCC(c2ccc3ccccc3c2)CNC1,,val
3.7,Cc1nocc1C(=O)Nc1ccc(-c2ccccc2OC(F)(F)F)c(N)n1,,val
0.64000005,CC(=O)O[C@H]1CC[C@]2(C=O)[C@H]3CC[C@]4(C)[C@@H](C5=CC(=O)OC5)CC[C@]4(O)[C@@H]3CC[C@]2(O)C1,,val
-1.3099998,O=C(O)CSc1c[nH]c2ccccc12,,val
3.3,CCN(CC)C(=O)c1ccc2[nH]c(-c3cc(C)cc(C)c3)c(CCNCCCCc3ccncc3)c2c1,,val
2.71,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)cc1C(F)(F)F,,val
1.73,Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)cnc2C)n[nH]1,,val
1.55,CCCNC(=O)CSc1ccc(S(=O)(=O)N2CCCC2)cn1,,val
2.81,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4cscn4)c3)c12)C(=O)N1CCOCC1,,val
2.3,COc1cccc2c(O)cc(-c3ccccc3)nc12,,val
3.3,O=C(N[C@H]1Cc2ccccc2N(C[C@@H](O)CO)C1=O)c1cc2cc(Cl)sc2[nH]1,,val
2.08,Cc1cc(Nc2ccc(F)cc2)nc(N)n1,,val
2.32,CCC(c1nc2ccsc2c(=O)n1Cc1ccc(Cl)cc1)N(CCCN)C(=O)c1ccc(C)cc1,,val
1.92,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,,val
2.99,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2cccc(F)c2)sc1Cl,,val
0.93,COc1ccc(C(=O)N2CCCC2=O)cc1,,val
1.97,Oc1ncnc2onc(-c3ccc(F)cc3)c12,,val
2.98,O=C(c1cccc(Cl)c1Cl)N1CCN(c2ccccn2)CC1,,val
-0.47999987,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,,val
3.7,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,,val
3.13,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCCC1,,val
1.8,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,,val
0.8999999,Cc1noc(C)c1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCOCC2)CC1,,val
1.86,Fc1cc(-c2cccc3ncc(-c4cnn(C5CCNCC5)c4)nc23)cc(F)c1CN1CCOCC1,,val
2.51,CCCC(=O)C1(c2ccccc2)CCN(C(=O)[C@@H](Cc2ccc(OC)cc2)NC(=O)[C@@H](N)Cc2cncn2C)CC1,,val
0.77000004,NC(=O)c1cnc(N[C@H]2CCCNC2)c2cc(-c3ccncc3)sc12,,val
2.76,CC(=O)NC1CN(c2ccc(Nc3ncc(F)c(-c4cnc(C)n4C(C)C)n3)cc2)C1,,val
2.48,COc1ccc(CC(=O)NC(N/C(=N/C#N)Nc2ccccc2C)C(C)(C)C)cc1OC,,val
2.7,Cc1nc(C)c(-c2ccc([C@H]3CC[C@H](CC(N)=O)CC3)cc2)nc1C(N)=O,,val
1.97,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCCCC2)cc1,,val
1.6,NC(=O)c1ccc(N(C(N)=O)c2c(F)cccc2F)nc1-c1ccc(F)cc1F,,val
-0.51000005,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,,val
3.32,CC(C)Cn1c(=O)n(C)c(=O)c2c(S(=O)(=O)N3CC[C@@H](O)C3)c(Cc3ccccc3C(F)(F)F)sc21,,val
0.48000005,CC(N)Cc1c[nH]c2ccc(OCc3cccs3)cc12,,val
1.23,CC(C)Oc1cccc(CC(=O)N2CCC[C@](CC[N+]34CCC(c5ccccc5)(CC3)CC4)(c3ccc(Cl)c(Cl)c3)C2)c1,,val
-1.2499999,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,,val
2.83,C[C@@H](O)[C@@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,,val
1.73,CC1CN(C(=O)c2ccccc2)c2ccccc2NC1=O,,val
3.38,CCOc1ccccc1N1CCN(Cc2c[nH]nc2-c2ccc(F)cc2)CC1,,val
1.75,Nc1nccc(-c2cccs2)n1,,val
2.9,FC(F)(F)c1cc(COCC(c2ccccc2)N2CCNCC2)cc(C(F)(F)F)c1,,val
2.82,CC(=O)N1CCN(c2ccc(Nc3nccc(-c4cnc5ccccn45)n3)cc2)CC1,,val
2.62,CCc1c(C)nc2sc(C(N)=O)c(N)c2c1C,,val
2.48,O=C(O)c1ccc(-c2ccc(Cl)c(C(=O)NCC34CC5CC(CC(C5)C3)C4)c2)cc1,,val
1.55,COc1ccc(-c2nc3c(OCC4CCNCC4)c(Br)cnc3[nH]2)cc1,,val
2.41,CCCCC(CC)CNC(=O)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,,val
3.37,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,,val
2.11,CN1Cc2c(N)cccc2[C@H](c2ccccc2)C1,,val
3.1,Nc1ccc2nc(-c3ccc(O)cc3)sc2c1,,val
2.8,Cc1nc(S(C)(=O)=O)ccc1Nc1ncnc(OC2CCN(C(=O)OC(C)C)CC2)c1C,,val
2.62,O=C(CN1C2=NCCN2c2ccccc21)c1ccc(Cl)cc1,,test
2.63,O=C(COCc1ccncc1)N1CCC(c2ccc(Cl)cc2Cl)CC1,,test
3.3,O=c1cc(-c2ccc(O)cc2)oc2ccc(O)cc12,,test
2.4,CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@H]1O[C@@H](n2ccc3c(N)ncnc32)[C@H](O)[C@@H]1O,,test
2.19,COc1ccc(-c2nc(N)s[n+]2-c2ccccc2)cc1,,test
3.27,CCCSc1nc(NC)ccc1C(=O)N[C@H]1C2CC3CC1C[C@](O)(C3)C2,,test
2.88,Cc1ccc(C(=O)N(CCCN)[C@H](c2nc3cc(Cl)ccc3c(=O)n2Cc2ccccc2)C(C)C)cc1,,test
3.99,CCCNC(=O)c1nnc2c(-c3cc(C)ccc3OC)cccc2c1N,,test
3.6,O=C(N[C@@H](Cc1ccccc1)C(=O)N1CCC(O)CC1)c1cc2cc(Cl)ccc2[nH]1,,test
3.04,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,,test
3.15,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]nc1C1CC1,,test
-0.8,O=C(O)c1cc(-c2ccncc2)nc2ccc(F)cc12,,test
2.3,CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1,,test
1.69,CCCCC[C@H](c1ccc(C(=O)O)c(Oc2cccc(Br)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,,test
3.8,Cn1c(N)nc(CCc2cccc(-c3ccccc3)c2)cc1=O,,test
1.74,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3cncc4ccccc34)sc21,,test
3.06,Cc1ncc(-c2ccnc(Nc3ccc(C(=O)NC4CC4)cc3)n2)n1C(C)C,,test
0.75000006,O=C(COc1ccccc1)N1CCOCC1,,test
4.12,C[C@@H]1CN(c2nc(N3CCOCC3)c3ccc(Nc4ccccc4)nc3n2)C[C@H](C)O1,,test
0.33000007,CC(C)NNC(=O)c1ccncc1,,test
3.8,COc1cccc(-c2c[nH]c(-c3ccccc3)n2)c1,,test
1.66,C[C@H]1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1C(=O)Cc1ccc(Cl)cc1,,test
3.16,COc1cc2ncc(C(N)=O)c(Nc3cc(C)ccc3F)c2cc1OC,,test
2.46,COc1ccc2c(C)cc(N[C@H]3CCC[C@H](NCc4ccsc4)C3)nc2c1,,test
3.08,O=C(NCC12CC3CC(CC(C3)C1)C2)c1c(Cl)ccc2nc(N3CCC[C@H](NCCc4nnn[nH]4)C3)ccc12,,test
2.18,CCCSc1nc(N2CCC[C@H](CC(=O)O)C2)ccc1C(=O)NC1CCCCC1,,test
-0.14999995,CC(C)C(=O)NCCNCC(O)COc1ccc(O)cc1,,test
3.28,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1cnnc2ccccc12,,test
2.44,Cc1ccc(CN2[C@@H]3CC[C@H]2C[C@H](Oc2cccc(C(N)=O)c2)C3)s1,,test
1.61,NC(=O)c1cccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)c1,,test
1.21,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccc(Cl)cc1,,test
2.75,COc1cc(-c2c(F)ccc3c(N)c(C(=O)NC4CC4)nnc23)c(OC)nn1,,test
4.33,Cn1cncc1-c1c2c(=O)n(CC3CC3)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,,test
1.48,c1ccc(-c2n[nH]c(-c3ccncc3)n2)nc1,,test
2.5,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCCCNC(=O)Nc2ccc(Cl)cc2)[C@@H](O)[C@H]1O,,test
3.97,CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1,,test
2.34,Nc1nnc(Cc2ccc(Cl)cc2)s1,,test
4.06,OC[C@H]1C[C@@H](n2nnc3c(N[C@@H]4C[C@H]4c4ccccc4)nc(SCCC(F)(F)F)nc32)[C@H](O)[C@@H]1O,,test
0.41,CCOc1ccc(CCNCCCSCCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,,test
