Solubility,compound,solvent,set
-7.8728,BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br,,val
-0.3462001,C\C(NO)=C/N=O,,val
-6.8863,CCc1ccc2cc3ccccc3cc2c1,,val
-3.1727,CCC(C)OC(=O)Nc1cccc(Cl)c1,,val
-2.407,Cc1cccc(NC(=O)c2ccccc2C(O)=O)c1,,val
-2.8271,CC(Oc1ccc(Cl)cc1Cl)C(O)=O,,val
-2.3428,OC(=O)c1ccccc1C(=O)c2ccccc2O,,val
-3.6132495,CCCCOc1ccccc1,,val
-7.53,CCCCOC(=O)C(C)C1=CC=C2C=C(OC)C=CC2=C1,,val
-5.1546,C[C@H](CCC(=O)NCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,,val
-0.7199999,O=C(OCCC)C,,val
-0.69159997,CCC(CC#N)C#N,,val
0.054899804,CC(C)OCC(O)COC(C)C,,val
-2.85,CCCCC(=O)N(C)C1=CC=C(C=C1)[S](=O)(=O)N(C)C,,val
-2.99,O=C1COC2(CCN(CCC3=C[NH]C4=C3C=CC=C4)CC2)CN1,,val
-3.0148096,CCCCCCCC[P](O)(O)=O,,val
-6.5052,ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl,,val
-1.8101,[O-][N+](=O)c1ccc(C=O)cc1,,val
-0.82000005,O=C(OCC)CC(=O)OCC,,val
-1.4486,ClCC[S](=O)(=O)CC[S](=O)(=O)CCCl,,val
-3.4351685,CCCCC(CC)C([O-])=O,,val
-3.31,CCCCC(C[N]1C=NC=N1)(C#N)C2=CC=C(Cl)C=C2,,val
-5.52,Clc1ccc(Oc2ccccc2Cl)cc1,,val
-2.7221978,CCCCCCCCC(O)=O,,val
-2.1308,CCO[S](=O)(=O)c1ccccc1,,val
-2.6514,Cn1nc(C)c(C(=O)c2ccc(Cl)cc2Cl)c1OCC(=O)c3ccccc3,,val
-3.7440777,CCOC(=O)CC(NC1CCC(CC1)CC2CCC(CC2)NC(CC(=O)OCC)C(=O)OCC)C(=O)OCC,,val
-2.6511,[O-][N+](=O)c1ccc2COC(=O)c2c1,,val
1.0452,COC(C)OC,,val
-1.7166,CCCCO[P](=O)(CCCC)CCCC,,val
-0.51699984,OC[C@H](O)[C@@H](O)C(O)[C@H](O)[C@H](O)CO,,val
-6.64,ClC1=CC=C(OC2=C(Cl)C=CC(=C2Cl)Cl)C=C1,,val
0.70666635,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C([O-])=O,,val
-7.7440157,CCOC(=O)C(C#N)=C(c1ccccc1)c2ccccc2,,val
0.06999981,N(N)c(cccc1)c1,,val
-1.8422415,Cc1ccccc1N=C(N)N=C(N)N,,val
-9.09,ClC1=CC=C(OC2=C(Cl)C(=CC(=C2Cl)Cl)Cl)C(=C1Cl)Cl,,val
-2.8,CCCC1(CC)C(=O)NC(=S)NC1=O,,val
0.51899993,OC(=O)C(Cl)(Cl)Cl,,val
-8.190645,CCC(CC)CO[Si](OCC(CC)CC)(OCC(CC)CC)OCC(CC)CC,,val
-2.125,CCCCCCCCOCCO,,val
-2.662589,CC1=Nc2ccc(cc2C1(C)C)C(O)=O,,val
-2.77,CN1N=C(SC1=N[S](=O)(=O)C2=CC=C(I)C=C2)[S](N)(=O)=O,,val
-2.91,CCCCCCCC(=O)NNC(=O)C1=CC=NC=C1,,val
-1.94,NC1=[N+]([O-])C(=NC(=C1)N2CCCCC2)N,,val
0.98669994,CC(N)CC(O)=O,,val
-5.3545732,CC1CCC(CC1)C(C)C,,val
-3.08,CNC1=CC=C(C=C1)[S](=O)(=O)N(C)C,,val
-2.9723,CCCCOC(=O)c1ccc(O)cc1,,val
-3.2307,CC(C)OC(=O)C1(CC1)[S](=O)(=O)c2ccc(C)cc2,,val
-2.5403,CCO[P](=S)(OCC)SCC[S](=O)(=O)CC,,val
-7.278038,CCc1cc(Cc2cc(CC)c(N)c(CC)c2Cl)c(Cl)c(CC)c1N,,val
-0.92489994,CC1(C)C2CCC1(C)C(=O)C2O,,val
0.29560006,CCO[P](=O)(OCC)O[P](=O)(OCC)O[P](=O)(OCC)O[P](=O)(OCC)OCC,,val
-3.55,COC(=O)C1(CCC1)[S](=O)(=O)c2ccc(Br)cc2,,val
-1.83,CCNC(=O)NC1=C(C)N(C)N(C2=CC=CC=C2)C1=O,,val
-3.1309552,CC(C)(C)c1ccc(C=O)cc1,,val
-3.8373,Cl[Sn](Cl)(c1ccccc1)c2ccccc2,,val
0.78980005,C1CC[C@H](NC1)c2cccnc2,,val
-2.91,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,,val
-4.9405,BrCC(Br)CO[P](=O)(OCC(Br)CBr)OCC(Br)CBr,,val
-3.13,O=C1C=NC2=C(N1)C(=O)NC(=O)N2,,val
-1.8501923,CC(=O)CC(=O)Nc1ccccc1C,,val
-0.5400001,NC(CCC(N)=O)C(O)=O,,val
-1.3798,OCCCc1ccccc1,,val
-1.5390165,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(O)=O,,val
-2.2596,OC(c1ccccc1)(c2ccccc2)c3ccccc3,,val
0.6803001,CCCC(C(O)=O)C(O)=O,,val
-3.0647,FC(F)(F)Cl,,val
-2.6954,OC(=O)CNC(=O)CN[S](=O)(=O)c1ccc2ccccc2c1,,val
-3.78,COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCC(=O)N(C)CC(N)=O,,val
-5.91,COC1=C(C=CC(=C1)OC2=C(C=C(C=C2)Cl)Cl)[N+](=O)[O-],,val
-0.27999985,CC(O)C1C(=O)N2C(C(=O)O)=C(SCC(=N)N(C)C)C(C)C12,,val
-3.39,CCCCCCCN(C)N=NC1=CC=C(C(=O)O)C=C1,,val
-2.4057572,CCOc1cc(NC(=O)c2ccccc2)c(OCC)cc1N,,val
-9.0027,Clc1cc(Cl)c2Oc3cc(Cl)cc(Cl)c3Oc2c1,,val
0.86292017,CC(O)CN.OC(=O)CC(O)(CC(O)=O)C(O)=O,,val
-2.746,OCc1ccc(I)cc1,,val
-1.56,CCCCC(=O)CC(=O)C,,val
-1.8416,O=[I](=O)c1ccccc1,,val
-4.680367,CC(CC1CCCC1=O)C2CCC(=CC2)C,,val
0.70363176,CCN(O)CC,,val
-3.09,OC1=C(C(O)=C(C([C@@](C(C(C(N)=O)=C(O)[C@H]2N(C)C)=O)(O)[C@@]2([H])[C@H]3O)=O)[C@@]3([H])[C@@]4(O)C)C4=CC=C1,,val
-2.82,CCCCCCC(CCC)(CCC)C(=O)NO,,val
-1.56,CC(C)NCC1=CC=CC(S(=O)(=O)C2=CSC(S(N)(=O)=O)=C2)=C1,,val
0.06430017,NC(=O)CBr,,val
-1.42,CC(=C)C1(O)[C@H]2OC(=O)[C@@H]1[C@]3(O)[C@H]4O[C@H]4[C@]5(CO5)[C@]3(C)[C@@H]2O,,val
-4.83,NC1=CC=C(C=C1)[S](=O)(=O)NC2=C(Cl)C=C(Cl)C(=C2)Cl,,val
-3.6244812,CCCCCOC(=O)CCCC,,val
0.079017036,OC(=O)C(O)=O,,val
-3.4342,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,,val
-3.4377,CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c2cncnc2,,val
-3.992341,CCC(=O)/C=C/C1C(=CCCC1(C)C)C,,val
-7.123886,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(CO)(CO)COC(=O)CCCCCCC\C=C\CCCCCCCC,,val
-0.095298894,NCCCCCCNC(O)=O,,val
-1.6904508,[O-][N+](=O)OCCOCCO[N+]([O-])=O,,val
-7.89,ClC1=CC=C(OC2=CC(=C(Cl)C(=C2)Cl)Cl)C(=C1)Cl,,val
-2.98,O=C1NC(=O)C2(CCCCCC2)C(=O)N1,,val
-4.6937,Clc1cccc(c1Cl)c2c[nH]cc2C#N,,val
-2.31,ClC(Cl)(Cl)Cl,,val
1.251316,OCC#C,,val
-3.43,CC(C)(C)N1C=C(C(=O)O)C(=O)C2=C1C=C(N1CCNCC1)C(F)=C2,,val
-0.85,OCC1OC(OC2=CC=CC=C2CO)C(O)C(O)C1O,,val
-0.78585494,CC\C=C/CCO,,val
-1.27,OCC(CO)(CO)NC(=O)COC(=O)C1=CC=CC=C1,,val
-2.4581,CC1(C(=O)NC(=O)NC1=O)c2ccccc2,,val
-2.5149438,Cc1ccc(cc1)[N+]([O-])=O,,val
-5.27,CCC(=O)C(CCCCCCOC1=C(Cl)C=C(OC)C=C1)C(=O)CC,,val
-4.952869,Cc1cc(cc(C)c1O)C(C)(C)c2cc(C)c(O)c(C)c2,,val
0.29361022,NC(=O)c1ccc[n+](Cc2ccccc2)c1,,val
0.25671875,COc1ccc(cc1)C(CN(C)C)C2(O)CCCCC2,,val
-5.83268,CCCCCCCC(=O)SCCC[Si](OCC)(OCC)OCC,,val
-1.0216,CN(C)c1ncnc2nccnc12,,val
-2.526575,C[N+](C)=C1OCCC1(c2ccccc2)c3ccccc3,,val
-2.5191,CCCCSc1cc(O)cc(O)c1,,val
-0.74030006,OC(=O)\C=C\CBr,,val
-0.67999995,O=C(O)CC1(O)CC(=O)N(C2=CC=CC=C2)C1=O,,val
-5.9980087,O=C1C=CC(=O)N1c2ccc(Cc3ccc(cc3)N4C(=O)C=CC4=O)cc2,,val
-0.7960001,N[C@@H](Cc1cc(Cl)c(O)c(Cl)c1)C(O)=O,,val
-1.02,CNC(CC1=CC(O)=C(O)C=C1)C(=O)O,,val
-2.05,CNc1cccc(C)c1,,val
-1.1694,CCCCCCOCCO,,val
-7.0488124,CC(C)(c1ccccc1)c2cc(n3nc4ccccc4n3)c(O)c(c2)C(C)(C)c5ccccc5,,val
-4.79,CC(CN(C)C)CN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,,val
-1.3829101,CCCCCCO,,val
-2.331673,OC(=O)c1cccc(Cl)c1Cl,,val
-3.4085,CCNc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,,val
-4.25,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OC(=O)C(CO)CO)CCC12,,val
-3.7,CCCC1=C(N=C2C=C(O)C(=O)C3=C2C=CC=C3)C(=NO1)C,,val
-8.94,ClC1=CC=C(OC2=C(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl)C=C1,,val
-0.22319998,COc1c(N)c(C=O)ccc1O,,val
-5.020638,CCCCC(CC)C(=O)OCC(C)(C)COC(=O)C(CC)CCCC,,val
-2.932852,CCCC(=O)OCCC(C)C,,val
-4.0223193,CCCCCCCCCCCCCCCC(=O)N1[C@@H](CCC1=O)C([O-])=O,,val
-3.0099,CCCCCC#C,,val
-2.97,CC1=CC(=C(C=C1)C(O)=O)C,,val
-2.4912243,CCC(C)(C)c1ccccc1O,,val
-2.64,CC(=O)NC1=C(I)C=C(I)C(=C1I)C(O)=O,,val
-2.0885,OC(=O)c1ccc(cc1)C#N,,val
-1.4333384,CCCCCC(C)=O,,val
-5.7196,Clc1cccc2Oc3ccccc3Oc12,,val
-3.2803,N#CSCSc1sc2ccccc2n1,,val
-2.9864,CCC(=O)Nc1ccc(Cl)c(Cl)c1,,val
-1.41,CC(=O)NC(CC1=CC=CC=C1)C(=O)O,,val
0.29840004,O=[P](N1CCOCC1)(N2CCOCC2)N3CCOCC3,,val
-6.29,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc3cccc(Oc2ccccc2)c3,,val
-2.41,O=C(NC1=CC=CC=C1)C(O)COC1=CC=CC=C1,,val
-3.5605044,CC(=O)OC1CCC2CCCCC2C1,,val
-2.5648,CC=C(Cc1ccccc1)C(O)=O,,val
-0.57344663,CCCC1CO1,,val
-3.19,ClCC(=O)C1=CC=C(NN=C(C#N)C#N)C=C1,,val
-0.033755668,CC(=O)CC(=O)OCCOC(=O)CC(C)=O,,val
-1.96,CCC(CC)(C(=O)NC(N)=O)C(=O)OC,,val
0.9822999,CNC(=S)NC,,val
-0.31429994,Cc1ccc(O)c(CO)c1,,val
-4.995754,CC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C(C)=O,,val
-6.4889092,COc1ccc(cc1)N2CCN(CC2)c3ccc(cc3)N4C=NNC4=O,,val
-6.5650964,O=C=Nc1ccc(cc1)C(c2ccc(cc2)N=C=O)c3ccc(cc3)N=C=O,,val
-2.908516,COC(=O)C1C(=CCCC1(C)C)C,,val
-7.49,CC1=C(Cl)C=C(Cl)C(CC2=CC=C(Cl)C=C2Cl)=C1,,val
-3.9033,CCCCOC(=O)c1ccc(O)c(I)c1,,val
-0.7059804,CC(C)CC1(C)OCC(CO)O1,,val
-3.16,CC1=C(OCC(O)=S)C=CC(Cl)=C1,,val
-3.4975576,CN(C(=O)N(C)c1ccccc1)c2ccccc2,,val
-1.77,NC1=NC2=C(N=C[N]2COC(CO)CO)C(=O)N1,,val
-3.66,CCC(CC)(C(=O)NC(N)=O)C(=O)OCC1=CC=CC=C1,,val
-7.724189,CCCCCCCCCCCCCCCCCCNC(=O)CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,,val
-2.95,S=C1NC=NC2=C1N=C[NH]2,,val
-4.14,CC(=O)OC1=CC=C(NC(=O)C2=CC=CC=C2)C=C1,,val
-4.5916,O=C1NC2=C(CCC2)C(=O)N1C3CCCCC3,,val
-8.57,CCCCCC1=C2C=CC3=C(C=CC=C3)C2=CC4=C1C=CC=C4,,val
-0.96000004,CNCC(O)C1=CC(O)=C(O)C=C1,,val
-2.61,CC1=CC2OC3CC(O)C(C)(C2(CO)CC1)C31CO1,,val
-6.78269,CCCCCCCCCCCCCCCCCCCCCC([O-])=O,,val
-0.8025001,CCCC(O)CC,,val
-5.1765103,COc1ccccc1NC(=O)c2cc3ccccc3cc2[O-],,val
-4.5296,NC1[C@H]2CN(C[C@@H]12)c3nc4N(C=C(C(O)=O)C(=O)c4cc3F)c5ccc(F)cc5F,,val
-0.8036188,CCN(CC)c1ccc(cc1)/C=C(C#N)/C(=O)OCCC[N+](C)(C)CCOC(=O)\C(=C\c2ccc(cc2)N(CC)CC)C#N,,val
-0.39999998,O=C(NC(=O)C1=O)N1,,val
-5.7371516,CC(C)(C)OOC(C)(C)c1ccc(cc1)C(C)(C)OOC(C)(C)C,,val
-4.808,Brc1ccc(Br)c(Br)c1,,val
-6.2386355,CC(Cc1cccc(CC(C)c2ccc(O)cc2)c1)c3ccc(O)cc3,,val
-3.9031,CN1c2ccccc2C(O)(c3ccccc3)c4ccccc14,,val
-2.59,CC(C)C1(CC=C(C)C)C(=O)NC(=O)NC1=O,,val
-2.3374,CCC1(CCC(=O)NC1=O)c2ccccc2,,val
-9.42,Clc1cc(Cl)c(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,,val
-1.6172,Oc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O,,val
-1.2,C1=CC(C2)C(C(=O)OC)C(C(=O)OC)C12,,val
-1.15,COC1=CC=C(C(=O)NN)C=C1,,val
-5.2172,CCO[P](=S)(OCC)Oc1cc(on1)c2ccccc2,,val
-3.806483,CC(C)CCCC(C)CC=O,,val
-5.133233,CCC(Cc1ccc(C)cc1)(N(C)C)C(=O)c2ccc(cc2)N3CCOCC3,,val
-2.12,NC1=C2C=CC(F)=CC2=NC2=C1C=CC=C2,,val
-2.05,Oc1cc(F)ccc1[N+]([O-])=O,,val
-1.63,CC1=NC=C([NH]1)[N+]([O-])=O,,val
-2.4173815,CC(C)(C)C1CCC(=O)CC1,,val
-3.72,CC(C)C1(C)N=C(NC1=O)C2=NC3=C(C=CC=C3)C=C2C(O)=O,,val
-2.4423,OC(=O)c1cccc(C=O)c1O,,val
-1.4243,OC(=O)CSC(SCC(O)=O)SCC(O)=O,,val
0.83500016,NCCNCCNCCN,,val
-5.298,CC(C)c1ccc2ccccc2c1,,val
-4.7823935,CC(C)c1cccc2ccccc12,,val
-5.2703037,CCCCCCC(CO)CCCC,,val
-1.6399999,CC(=O)OC1=CC=C(C=C1)C(N)=O,,val
-4.29,CC1=CC=C(N[S](=O)(=O)C2=CC=C(C=C2)[N+]([O-])=O)N=C1,,val
-7.0093327,COc1cc(N=Nc2c(Br)cc(cc2[N+]([O-])=O)[N+]([O-])=O)c(NC(C)=O)cc1N(CC=C)CC=C,,val
-2.905955,OC[C@@H]1CO[C@](Cn2cncn2)(O1)c3ccc(Cl)cc3Cl,,val
0.83510005,NCCCCC(N)C(O)=O,,val
-2.5175443,CC(C)COC(=O)[C@H](C)Cl,,val
-8.9,COC1=C(C=C(NC(C)=O)C(=C1)N=NC2=C(Br)C=C(C=C2[N+]([O-])=O)[N+]([O-])=O)N(CCC#N)CC=C,,val
-1.5805795,CCC(C)C(=O)N(C)c1ccccc1,,val
-4.4817,CC(C)OC(=O)[C@@H](C)N(C(=O)c1ccccc1)c2ccc(F)c(Cl)c2,,val
-1.945,C[C@H]1C[C@H]2OC(=O)[C@@H](C)[C@H]2[C@H](O)C3=C(C)C(=O)C[C@H]13,,val
-2.5415,OC(=O)c1cccc(Cl)c1,,val
-4.3258,CN(C)C(=O)Nc1ccc(N2N=C(OC2=O)C(C)(C)C)c(Cl)c1,,val
-3.3572,[O-][N+](=O)c1oc(cc1)\C=N\N2CCNC2=O,,val
-0.64900005,CC(=O)NCC(O)=O,,val
-4.8532,CC1CCCC(C)(C)C1,,val
-3.7183914,CCCCCCCC\C=C/CCCCCCCCNCCCNCCCN,,val
-1.1031036,C/C=C(\C)/C(=O)OC1C(C2(C(CC1(C)C)C3=CCC4C5(CCC(C(C5CCC4(C3(CC2O)C)C)(C)CO)OC6C(C(C(C(O6)C(=O)O)OC7C(C(C(C(O7)CO)O)O)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)CO)OC(=O)C,,val
-1.2999998,CN(C)C1=NC=NC2=C1N=C[NH]2,,val
-4.08656,CC(c1ccc(O)cc1)(c2ccc(O)cc2)c3ccc(O)cc3,,val
-6.480661,CC1CC(C)(C)CC(C1)(OOC(C)(C)C)OOC(C)(C)C,,val
-2.75,CCC(C(=O)NC(N)=O)(C(=O)OC)C1=CC=CC=C1,,val
0.96018946,C[N+](C)(C)C,,val
-3.7355,Cc1nn(c2ccccc2)c(C)c1N=O,,val
0.7899002,CC(O)CCOCCC(C)O,,val
-7.9468746,O=C1c2ccccc2C(=O)c3c4Nc5ccc6C(=O)c7ccccc7C(=O)c6c5Nc4ccc13,,val
-2.6359,[O-][N+](=O)c1oc(cc1)/C=N/N2CC(CN3CCOCC3)OC2=O,,val
-4.6134787,CC1CCC2C(C)(C)C3CC12CC(=C3C)C(C)=O,,val
-0.6823,CCCCC(NC(C)=O)C(O)=O,,val
-3.05,COC1=C(O)C=CC(=C1)\C=C\C(O)=O,,val
-1.5,CC(C)CCNCC1=CC=CC(C(=O)C2=CSC(S(N)(=O)=O)=C2)=C1,,val
-2.13,CC(=O)NC1=C(O)C=CC=C1,,val
-0.28100002,[O-][N+](=O)CCl,,val
-1.82,N[S](=O)(=O)C1=CC=C(NC2=CC=NC(=N2)N[S](=O)(=O)C3=CC(=CC=C3)C(F)(F)F)C=C1,,val
-0.95000005,NC1=C2C(F)=CC=CC2=NC2=C1C=CC=C2,,val
-0.054299958,CNCCC(O)=O,,val
-0.19673671,Oc1ccc(O)cc1,,val
-0.52483475,COC(=O)CC(C(C)=O)C(=O)OC,,val
-1.1442,Cc1ncc2nc(C)c(C)nc2n1,,val
-1.52,COc1ccc2CC5C3C=CC(O)C4Oc1c2C34CCN5C,,val
-4.1776247,O=C(OCc1ccccc1)c2ccccc2,,val
0.52199996,OC(=O)CC(S)C(O)=O,,val
-2.68,CC(CCC(C)O[N+](=O)O)O[N+](=O)O,,val
-2.4688253,O=C1N(C[C@@H]2CO2)C(=O)N(C[C@@H]3CO3)C(=O)N1C[C@@H]4CO4,,val
-1.3016,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,,val
-6.4612513,CCCCc1nc(Cl)c(CO)n1Cc2ccc(cc2)c3ccccc3c4nnn(n4)C(c5ccccc5)(c6ccccc6)c7ccccc7,,val
-1.4680248,CCSCC,,val
-4.03,ClC1=CC=C(N[S](=O)(=O)C2=CC=CC=C2)C=C1,,val
-7.814241,Cc1ccc(cc1N\N=C2\C(=O)C(=Cc3ccccc23)C(=O)Nc4cc(C)c(NC(=O)C5=Cc6ccccc6C(=N/Nc7c(C)cccc7C(=O)OCCCl)/C5=O)cc4C)C(=O)OCCCl,,val
-3.4318638,CCCCCC(O)C(/C)=C/CC,,val
-3.2553453,CCOC(=O)C1=NN(C(=O)C1)c2ccccc2,,val
0.6312686,Cl.OC(=O)[C@@H]1C[C@H](CN1)C2CCCCC2,,val
-4.810585,CC(C)C(=O)OC(C)(CCC=C(C)C)C=C,,val
-1.8059056,COc1ccccc1NC(=O)CC(C)=O,,val
1.5823134,COCCOCCO[Si](CCCOCC1CO1)(OCCOCCOC)OCCOCCOC,,val
-4.498027,CCCCCCCCCc1ccc(O)cc1,,val
-1.8262433,COc1ccc(C=O)cc1O,,val
-1.99,OC1=CC=CC(=C1)N=C=S,,val
-0.5605999,CCOC(=O)[C@@H](N)CC(C)C,,val
-2.96,COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCC(=O)N(CCO)CCO,,val
-3.8986557,CCCCCCCCCCCC1=NCCN1CCO,,val
-1.85,CNC(=O)C1=CC=CC(NCC(=O)NCCC2=CC(OC)=C(OC)C=C2)=C1,,val
-0.9376,Cc1cc(N)n(n1)c2ccccc2,,val
-0.107799895,C1COC2(C1)CCCO2,,val
0.15279995,CCC(C)C1(CC)C(=O)NC(=O)[N-]C1=O,,val
-1.4499,NC(=S)Nc1cccc(c1)[N+]([O-])=O,,val
-2.56,CCN(CC)C(=O)COC(=O)C1=C(O)C=CC=C1,,val
-7.35,ClC1=CC=C(OC2=C(Cl)C(=CC=C2Cl)Cl)C=C1Cl,,val
-1.2280266,COc1cc(C=O)ccc1O,,val
-3.093,O=C(Nc1ccccc1)c2cccnc2,,val
-5.23,CC1=CC2=CC3=C(C=C2O1)OC(=O)C=C3C,,val
-7.6498995,Clc1ccc(cc1Cl)c2c(Cl)ccc(Cl)c2Cl,,val
-3.163,CCC(C)C,,val
-10.55,ClC1=C(Cl)C(Cl)=C(Cl)C(OC2=C(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)=C1,,val
-4.307911,CC(=O)Nc1cccc(Nc2cc(c(N)c3C(=O)c4ccccc4C(=O)c23)[S]([O-])(=O)=O)c1,,val
-3.179503,Oc1ccc(cc1)C(c2ccc(O)cc2)(C(F)(F)F)C(F)(F)F,,val
-0.62,CC(SSC(C)C(=O)O)C(=O)O,,val
-5.5097938,CC(C)(C)CC(C)(C)c1ccc(O)c(c1)n2nc3ccccc3n2,,val
-6.2918,[O-][N+](=O)c1c2ccccc2cc3ccccc13,,val
-2.38,CC1NC(=O)C2=C(C=CC=C2)NC1=O,,val
-3.5481536,CC(=O)CC(C)(C)C1CCCCC1,,val
-2.3478,CCc1cccc(CC)c1N,,val
-2.0439,Cc1cc(Cl)cc(Cl)c1O,,val
-5.407,CC12CCC3C(CCC4CC5SC5CC34C)C1CCC2O,,val
-0.7824,Cc1cc(C)c(C)cn1,,val
-2.5359874,CC1(C)CCCC(C)(O1)C=C,,val
-3.5,O=S1(=O)OC2(C3=C(C=CC(O)=C3)OC3=C2C=C(O)C=C3)C2=C1C=CC=C2,,val
-4.9,COC1=CC=C2C=C(C=CC2=C1)C(C)C(=O)OCC(=O)N(C)C,,val
-9.219529,CCOC(=O)OCCOc1cc(O)c2C(=O)c3ccccc3C(=O)c2c1N,,val
-2.62,OC(=O)COC1=C(Cl)C=CC(=C1)Cl,,val
0.782019,CC(O)=O.OCCNCCO,,val
-4.0559607,CC(CCOC=O)CCC=C(C)C,,val
-4.814,CCO[P](=S)(NC(C)CC)Oc1cc(C)ccc1[N+]([O-])=O,,val
-4.4651,CSC1=CC(=O)c2ccccc2C1=O,,val
-1.7356,CCCCC(C)(O)CC,,val
-3.02,CC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2O,,val
-1.89,COC1=C(N2C(SC1)C(NC(=O)C(N)C3=CCC=CC3)C2=O)C(O)=O,,val
-4.5830927,CC1(C)[C@H]2CC[C@]1(C)C(C2)OC(=O)C=C,,val
-2.884502,[O-]C([O-])=O,,val
-3.09,O=C(OC(C(C(C=CC1=O)(CC2)C)=C1C)C23)C3C,,val
-1.3752,CCCCOC(=O)C(C)OC(=O)C(C)O,,val
-1.01,O=C1NC(=O)N(C2CCCO2)C=C1F,,val
-2.63,CC1=CC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,,val
-0.25580013,NC(=O)C(Cl)Cl,,val
-4.4288487,CCCCCCCCCCCCCCOC(=O)C=C,,val
-5.49512,COc1cc(N=Nc2c(Br)cc(cc2[N+]([O-])=O)[N+]([O-])=O)c(NC(C)=O)cc1N(CCOC(C)=O)CCOC(C)=O,,val
-4.628206,CCOC(=O)c1nn(c2ccc(OC)cc2)c3C(=O)N(CCc13)c4ccc(cc4)N5CCCCC5=O,,val
-2.5509255,ClC(=C)C=C,,val
-9.1,Clc1cc(Cl)cc(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,,val
-4.1504,CCCO[P](=S)(OCCC)SCC(=O)N1CCCCC1C,,val
-1.9005553,CC(=C)C(=O)OCCOCCOCCOC(=O)C(C)=C,,val
-4.353,CCC(C(CC)c1ccc(O)cc1)c2ccc(O)cc2,,val
-0.2838813,CCCCCCCCCCCCO[S]([O-])(=O)=O,,val
-5.8479,CC(Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1)C(=O)OCCON=C(C)C,,val
-2.3364165,CCOC(=O)C(C)CC,,val
-1.15,CN=C(NC)N1CC2=CC=CC3=CC=CC(=C32)C1,,val
-2.4007754,NCCCCCCCCCCC(O)=O,,val
-2.4107,Cc1sc(N[S](=O)(=O)c2ccc(N)cc2)nn1,,val
-1.4968998,CSSC,,val
-4.2579026,Cc1cc(c(O)c(C)c1CC#N)C(C)(C)C,,val
0.72739923,[O-]C(=O)CS,,val
-2.4142,OCc1cccc(c1)[N+]([O-])=O,,val
-1.6110998,CC(=O)C(CC(O)=O)=Cc1ccccc1,,val
-1.4238808,Nc1cccc(c1)[S](=O)(=O)CCO[S](O)(=O)=O,,val
-6.876977,CCCCCCCCCCCCCCCCCCCCCC([O-])=O,,val
-2.95,CCNC1CN(CCCOC)[S](=O)(=O)C2=C1C=C(S2)[S](N)(=O)=O,,val
-9.227652,Clc1cccc(N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4cccc5c(NC(=O)C6=Cc7ccccc7C(=N/Nc8cccc(Cl)c8Cl)\C6=O)cccc45)c1Cl,,val
-3.36,CC(C)(C)C(=O)OCC1OC(CC1O)N2C=C(I)C(=O)NC2=O,,val
-2.016,OC(=O)COc1ccccc1[N+]([O-])=O,,val
-0.09752215,CCCCCCCC/C=C/CCCCCCCC(=O)N(C)CC([O-])=O,,val
-2.9663,CCCN(CCC)c1c(cc(C)cc1[N+]([O-])=O)[N+]([O-])=O,,val
-2.4758,OC(=O)C(S)CCC(S)C(O)=O,,val
-1.9355009,Cc1ccc(C)c(O)c1C,,val
-7.043598,CC(C)(C)c1cc(CCC(=O)NNC(=O)CCc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C,,val
